algorithm,descriptors,training_set,word_embedding,top1,top2,top3,top4,top5,MRR,time,zeros
atm_0,craftdroid,android,glove,2.0,4.0,4.0,5.0,5.0,0.16673522196832688,15.916095972061157,375166.0
atm_0,atm,android,glove,0.0,3.0,4.0,6.0,6.0,0.1280267831894662,9.193346500396729,99421.0
craftdroid,union,blogs,glove,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,12.408630847930908,118440.0
craftdroid,intersection,blogs,glove,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,3.985259532928467,56935.0
craftdroid,craftdroid,blogs,glove,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,6.188291311264038,118440.0
craftdroid,atm,blogs,glove,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,4.623333215713501,56935.0
custom,union,blogs,glove,2.0,3.0,4.0,7.0,7.0,0.1685299720230886,12.73609709739685,263459.0
custom,intersection,blogs,glove,1.0,3.0,4.0,6.0,8.0,0.14558391149936714,6.706693649291992,69619.0
custom,craftdroid,blogs,glove,2.0,3.0,4.0,7.0,7.0,0.1685299720230886,14.045030355453491,263459.0
custom,atm,blogs,glove,1.0,3.0,4.0,6.0,8.0,0.14558391149936714,7.786898612976074,69619.0
atm_0,union,blogs,glove,3.0,3.0,4.0,6.0,7.0,0.1800612038443361,19.23999786376953,263459.0
atm_0,intersection,blogs,glove,0.0,2.0,3.0,6.0,6.0,0.11182994087273816,5.930687189102173,69619.0
atm_0,craftdroid,blogs,glove,3.0,3.0,4.0,6.0,7.0,0.1800612038443361,16.116535663604736,263459.0
atm_0,atm,blogs,glove,0.0,2.0,3.0,6.0,6.0,0.11182994087273816,9.492698907852173,69619.0
craftdroid,union,standard,glove,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,22.275824308395386,118718.0
craftdroid,intersection,standard,glove,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,3.9837355613708496,55563.0
craftdroid,craftdroid,standard,glove,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,6.310973882675171,118718.0
craftdroid,atm,standard,glove,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,4.745558261871338,55563.0
custom,union,standard,glove,3.0,4.0,5.0,9.0,9.0,0.19737537802221233,13.088735342025757,259740.0
