algorithm,descriptors,training_set,word_embedding,top1,top2,top3,top4,top5,MRR,time,zeros
atm_0,atm,android,fast,2.0,2.0,2.0,4.0,6.0,0.14125625061620656,20.612528562545776,49292.0
craftdroid,union,blogs,fast,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,59.44093203544617,4.0
craftdroid,intersection,blogs,fast,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,11.072650671005249,4.0
craftdroid,craftdroid,blogs,fast,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,20.418838500976562,4.0
craftdroid,atm,blogs,fast,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,11.031864643096924,4.0
custom,union,blogs,fast,3.0,3.0,3.0,5.0,7.0,0.17108629570294945,47.127084255218506,13.0
custom,intersection,blogs,fast,3.0,4.0,5.0,7.0,9.0,0.1982180128300818,15.839874029159546,6.0
custom,craftdroid,blogs,fast,3.0,3.0,3.0,5.0,7.0,0.17108629570294945,38.91711163520813,13.0
custom,atm,blogs,fast,3.0,4.0,5.0,7.0,9.0,0.1982180128300818,15.65634822845459,6.0
atm_0,union,blogs,fast,4.0,4.0,4.0,6.0,7.0,0.1934413365063248,50.04357147216797,13.0
atm_0,intersection,blogs,fast,2.0,4.0,5.0,6.0,6.0,0.16794764827770206,13.77436089515686,6.0
atm_0,craftdroid,blogs,fast,4.0,4.0,4.0,6.0,7.0,0.1934413365063248,43.46875309944153,13.0
atm_0,atm,blogs,fast,2.0,4.0,5.0,6.0,6.0,0.16794764827770206,19.61781620979309,6.0
craftdroid,union,googleplay,fast,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,51.08511972427368,4485.0
craftdroid,intersection,googleplay,fast,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,8.17048192024231,696.0
craftdroid,craftdroid,googleplay,fast,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,17.270865201950073,4485.0
craftdroid,atm,googleplay,fast,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,8.043332815170288,696.0
custom,union,googleplay,fast,4.0,4.0,7.0,11.0,13.0,0.24911203622117656,36.7663094997406,9104.0
custom,intersection,googleplay,fast,3.0,4.0,8.0,10.0,10.0,0.22246883608862725,13.378012657165527,1018.0
custom,craftdroid,googleplay,fast,4.0,4.0,7.0,11.0,13.0,0.24911203622117656,32.784454584121704,9104.0
custom,atm,googleplay,fast,3.0,4.0,8.0,10.0,10.0,0.22246883608862725,13.571237087249756,1018.0
atm_0,union,googleplay,fast,4.0,4.0,6.0,6.0,6.0,0.20717070141803084,41.203232288360596,9104.0
atm_0,intersection,googleplay,fast,2.0,4.0,5.0,6.0,6.0,0.16409380315573155,12.300717830657959,1018.0
atm_0,craftdroid,googleplay,fast,4.0,4.0,6.0,6.0,6.0,0.20717070141803084,37.15115571022034,9104.0
atm_0,atm,googleplay,fast,2.0,4.0,5.0,6.0,6.0,0.16409380315573155,16.762703895568848,1018.0
craftdroid,union,empty,jaccard,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,3.4442503452301025,3220.0
craftdroid,intersection,empty,jaccard,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,2.763758897781372,3220.0
craftdroid,craftdroid,empty,jaccard,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,3.9224398136138916,3220.0
craftdroid,atm,empty,jaccard,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,2.3749897480010986,3220.0
custom,union,empty,jaccard,4.0,5.0,6.0,6.0,8.0,0.22292670531970274,5.255686283111572,0.0
custom,intersection,empty,jaccard,4.0,4.0,6.0,7.0,9.0,0.2142895602334394,6.0511884689331055,1063.0
custom,craftdroid,empty,jaccard,4.0,5.0,6.0,6.0,8.0,0.22292670531970274,5.339114665985107,0.0
custom,atm,empty,jaccard,4.0,4.0,6.0,7.0,9.0,0.2142895602334394,6.148393154144287,1063.0
atm_0,union,empty,jaccard,2.0,5.0,5.0,7.0,7.0,0.1895185354903313,12.403005123138428,2316.0
atm_0,intersection,empty,jaccard,5.0,6.0,7.0,8.0,10.0,0.25288365881558944,2.7583818435668945,12059.0
atm_0,craftdroid,empty,jaccard,2.0,5.0,5.0,7.0,7.0,0.1895185354903313,8.035011053085327,2316.0
atm_0,atm,empty,jaccard,5.0,6.0,7.0,8.0,10.0,0.25288365881558944,7.6678407192230225,12059.0
craftdroid,union,empty,edit_distance,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,17.25265860557556,94250.0
craftdroid,intersection,empty,edit_distance,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,17.171382904052734,46713.0
craftdroid,craftdroid,empty,edit_distance,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,26.024779558181763,94250.0
craftdroid,atm,empty,edit_distance,2.0,2.0,2.0,2.0,2.0,0.07142857142857142,9.419281721115112,46713.0
custom,union,empty,edit_distance,3.0,3.0,4.0,5.0,7.0,0.1804000889588542,36.24774408340454,235323.0
custom,intersection,empty,edit_distance,3.0,4.0,6.0,7.0,7.0,0.19513345080074748,14.141735076904297,70540.0
custom,craftdroid,empty,edit_distance,3.0,3.0,4.0,5.0,7.0,0.1804000889588542,36.507344007492065,235323.0
custom,atm,empty,edit_distance,3.0,4.0,6.0,7.0,7.0,0.19513345080074748,14.235361337661743,70540.0
atm_0,union,empty,edit_distance,5.0,5.0,7.0,8.0,8.0,0.24167203811916843,44.24417686462402,235323.0
atm_0,intersection,empty,edit_distance,2.0,5.0,6.0,7.0,8.0,0.18732236479048156,12.371911764144897,70540.0
atm_0,craftdroid,empty,edit_distance,5.0,5.0,7.0,8.0,8.0,0.24167203811916843,40.02543258666992,235323.0
atm_0,atm,empty,edit_distance,2.0,5.0,6.0,7.0,8.0,0.18732236479048156,17.85606026649475,70540.0
